state,season,week_ending_date,age_category,sex,race,rate,cumulative_rate
Tennessee,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,13.4
Georgia,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,Hispanic,0.5,45.6
New York,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Female,All,2.9,188.5
RSV-NET,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",1.1,117.9
Connecticut,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Utah,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Female,All,6.2,225.3
New Mexico,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,Hispanic,4.6,419.8
Tennessee,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,Hispanic,1.7,100.1
Minnesota,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,162.6
Maryland,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Female,All,1.4,107.1
Michigan,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.5,246.6
Georgia,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Male,All,1,44.5
Colorado,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",4.2,313.7
Tennessee,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Oregon,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.5,82
Connecticut,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,60.3
New Mexico,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Male,All,11.5,497.1
Georgia,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Female,All,0.6,35.2
Colorado,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,371.2
Minnesota,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",5.3,202.5
Utah,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,Hispanic,12.7,266
Oregon,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,108.7
Connecticut,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,Hispanic,0,171.4
New York,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,All,2.3,205.5
Minnesota,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0.9,200.3
New Mexico,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Female,All,9,400
Maryland,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.9,131.3
Colorado,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,263.6
California,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.6,78.6
Tennessee,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Female,All,1,49
Minnesota,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,Hispanic,2.7,179.6
Michigan,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,140.1
Maryland,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,All,1.7,119
RSV-NET,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",13,278.3
RSV-NET,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,Hispanic,4.4,174.3
Connecticut,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Male,All,0,147.7
Maryland,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0.5,117.9
Tennessee,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",5.7,50
New York,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.4,173.2
Michigan,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",2.4,306
California,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",1.9,111.5
Colorado,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",9.7,313.9
Georgia,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,26.7
Utah,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",3.9,209.7
RSV-NET,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Male,All,3.2,162.3
Connecticut,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Female,All,2,139.8
New York,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,273.5
Utah,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,369
Minnesota,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Female,All,2.6,159.7
Colorado,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,Hispanic,8.7,309.4
RSV-NET,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Female,All,2.5,135.5
Oregon,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,173.5
Maryland,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,83.9
Michigan,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,Hispanic,5.1,193.7
Georgia,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.6,34.2
New York,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,165.6
Oregon,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,Hispanic,1.3,89.4
Oregon,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,55.2
Oregon,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Female,All,0.6,71.5
Colorado,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Male,All,6.9,337
Tennessee,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.4,52.3
Michigan,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Male,All,4,269.2
Oregon,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Male,All,3.3,107.1
New York,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",11.6,209.5
New Mexico,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",19,491.8
Utah,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,315.4
Maryland,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",4.9,64.3
New Mexico,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",25.8,309.6
Georgia,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0.7,38.5
Colorado,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Female,All,5.2,295.5
Georgia,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,212.8
New York,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,Hispanic,4.5,204.8
New Mexico,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,All,10.3,449.7
Maryland,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,Hispanic,2.8,154.5
Michigan,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Female,All,0.8,228.9
California,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,Hispanic,4.7,68.3
New Mexico,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",46.8,530.9
Connecticut,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.1,127.7
California,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Male,All,4,91.9
Utah,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,405.6
New York,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Male,All,1.7,221.7
Tennessee,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),Male,All,1.9,65.5
Utah,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,All,6.4,235.8
RSV-NET,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.2,148.6
California,2022-23,2023-01-07T00:00:00.000,0-17 years (Children),All,All,3.5,82.5
California,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,All,2.7,85.1
RSV-NET,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Female,All,2.1,137.5
Minnesota,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,All,2,179.1
Tennessee,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,All,1.7,59.1
Colorado,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,All,4.2,320.9
Colorado,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,371.2
Maryland,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0.5,118.4
RSV-NET,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,All,2.4,151.5
Connecticut,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,All,1,144.9
Utah,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Male,All,7.9,253.7
Georgia,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,All,1,40.9
Connecticut,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Michigan,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,All,2.4,251.9
Tennessee,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,Hispanic,5.1,105.2
New York,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,209.5
Tennessee,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,13.4
Georgia,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,26.7
New York,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Male,All,1.7,223.3
RSV-NET,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",1.2,119.1
Georgia,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,Hispanic,2.2,47.8
New York,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Female,All,1.8,190.3
Maryland,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Female,All,1.4,108.4
New Mexico,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,Hispanic,3.5,423.2
Utah,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Female,All,6.9,232.2
Georgia,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Male,All,0.8,45.3
RSV-NET,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,278.3
Colorado,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",6.5,320.4
Connecticut,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,60.3
New Mexico,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Male,All,7.2,504.3
Minnesota,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",4,206.5
Tennessee,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Male,All,3.3,68.8
Georgia,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Female,All,1.2,36.4
Michigan,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.5,249.1
Connecticut,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,Hispanic,0,171.4
New York,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,All,1.7,207.2
Oregon,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",6.4,115.1
New Mexico,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Female,All,4.5,404.5
New Mexico,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,530.9
Colorado,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,263.6
Minnesota,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,Hispanic,1.3,181
California,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.4,81
RSV-NET,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,Hispanic,3.4,177.7
New York,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.9,175
Michigan,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,55.5
Minnesota,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Male,All,2.5,196.3
Minnesota,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.5,139.5
RSV-NET,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Male,All,2.7,164.9
Tennessee,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",2.9,52.8
Minnesota,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Female,All,1.4,161.2
Utah,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",14.8,383.8
Maryland,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,83.9
Oregon,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,55.2
Colorado,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,Hispanic,6.3,315.6
Michigan,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,Hispanic,5.1,198.8
New York,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,165.6
Georgia,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.8,35
Tennessee,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.8,53.1
New Mexico,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,All,5.9,455.6
RSV-NET,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.1,150.7
Oregon,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",3,85
Utah,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,405.6
Utah,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",11.1,326.5
Utah,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",3.9,213.6
Tennessee,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Female,All,0,49
Maryland,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,64.3
Georgia,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0.7,39.2
New Mexico,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,309.6
RSV-NET,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",2.7,102
Oregon,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Male,All,2.8,109.9
Oregon,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,Hispanic,0,89.4
Oregon,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,173.5
Oregon,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,All,2,91.8
New York,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,Hispanic,0,204.8
Maryland,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,All,1.2,120.2
Michigan,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Female,All,3.3,232.2
New Mexico,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",32.1,417.2
California,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Female,All,1.8,74.4
New Mexico,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",12.7,504.5
New York,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",2,275.4
Maryland,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,Hispanic,2.8,157.3
Minnesota,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,162.6
Oregon,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Female,All,1.2,72.7
Minnesota,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,200.3
Michigan,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Male,All,1.6,270.7
Michigan,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,140.1
Utah,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,Hispanic,12.7,278.6
Michigan,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",2.4,308.4
Maryland,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Male,All,1,131.4
Connecticut,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1,128.8
Maryland,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.5,132.8
Tennessee,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
California,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Male,All,3.5,95.4
Georgia,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,212.8
Connecticut,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Female,All,1,140.9
Connecticut,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Male,All,1,148.7
Connecticut,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,159.6
Colorado,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Female,All,4.1,299.7
Colorado,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),Male,All,4.3,341.2
Colorado,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.8,316.5
California,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,Hispanic,1.4,69.7
California,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",3.2,43.8
California,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,64.3
California,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",5.7,117.2
Utah,2022-23,2023-01-14T00:00:00.000,0-17 years (Children),All,All,7.4,243.2
New Mexico,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,Hispanic,4.6,427.9
Michigan,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,140.1
Minnesota,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,All,2.1,181.2
Tennessee,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,All,1.2,60.3
Colorado,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,All,4.5,325.5
Maryland,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.4,133.2
RSV-NET,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,All,1.9,153.4
Connecticut,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,All,1.5,146.4
Georgia,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,All,0.7,41.7
Michigan,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,All,0,251.9
Oregon,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,All,3.1,94.9
Utah,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),Male,All,5.3,258.9
New Mexico,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,417.2
Minnesota,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.3,140.8
Connecticut,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",7.1,166.7
New York,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),Male,All,1.7,225
RSV-NET,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",1.4,120.6
Georgia,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,Hispanic,1.1,48.9
Maryland,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),Female,All,1,109.4
Connecticut,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Utah,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),Female,All,2.1,234.2
Tennessee,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,Hispanic,3.4,108.6
Minnesota,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,162.6
California,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.6,81.6
RSV-NET,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",8.7,287
Oregon,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",4,89
Michigan,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,249.1
Connecticut,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",12.1,72.3
Georgia,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",1.4,28.1
Tennessee,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),Male,All,0.9,69.8
Minnesota,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",1.3,207.9
Georgia,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),Female,All,0.6,37.1
Colorado,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",7.6,378.7
Georgia,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),Male,All,0.8,46.1
RSV-NET,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",1.6,103.6
Connecticut,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,Hispanic,0,171.4
Oregon,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",6.4,121.5
New York,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,All,1.7,209
New Mexico,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),Female,All,6,410.5
New Mexico,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),Male,All,4.3,508.6
Colorado,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,263.6
Minnesota,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,Hispanic,2.7,183.6
Tennessee,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),Female,All,1.5,50.5
RSV-NET,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,Hispanic,2.4,180.1
Oregon,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",57.8,231.3
Maryland,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",1.5,119.9
New York,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),Female,All,1.8,192.1
New York,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.9,176.9
Colorado,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",6.5,326.9
California,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",1.9,119.1
Michigan,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,55.5
Minnesota,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),Male,All,1.6,197.9
RSV-NET,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.7,152.4
RSV-NET,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),Male,All,1.9,166.9
New York,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,275.4
Oregon,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",3.1,58.3
Utah,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,383.8
California,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,64.3
Maryland,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,83.9
Minnesota,2022-23,2023-01-21T00:00:00.000,0-17 years (Children),Female,All,2.6,163.7
